Crash ID,State,YYYYMM,Day of week,Time,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Road User,Gender,Age,Speed,Driving experience,National Remoteness Areas,SA4 Name 2016,National LGA Name 2017,National Road Type,Christmas Period,Easter Period,Age Group,Time of day
20183091,Qld,201812,Friday,19:00:00,Multiple,No,No,No,Car passenger,Male,47,0,13,Very Remote Australia,Queensland - Outback,Cook (S),Access Road,No,No,40_to_64,Night
20181114,NSW,201812,Sunday,20:50:00,Single,No,No,No,Car driver,Male,45,128,13,Outer Regional Australia,Murray,Murray River,Arterial Road,No,No,40_to_64,Night
20181077,NSW,201812,Wednesday,23:48:00,Single,No,No,No,Motorcycle rider,Male,20,119,3,Major Cities of Australia,Sydney - South West,Liverpool,National or State Highway,No,No,17_to_25,Night
20185085,WA,201812,Tuesday,23:05:00,Single,No,No,No,Car passenger,Male,24,20,6,Inner Regional Australia,Bunbury,Harvey (S),National or State Highway,No,No,17_to_25,Night
20184002,SA,201812,Wednesday,22:35:00,Single,No,No,No,Car passenger,Male,19,0,4,Major Cities of Australia,Adelaide - North,Salisbury (C),Sub-Arterial Road,No,No,17_to_25,Night
20181309,NSW,201812,Friday,0:30:00,Single,No,No,No,Car driver,Male,24,129,5,Remote Australia,Central West,Lachlan,Local Road,No,No,17_to_25,Night
20187003,NT,201812,Thursday,18:30:00,Single,No,No,No,Car passenger,Female,29,0,5,Very Remote Australia,Northern Territory - Outback,East Arnhem (R),Arterial Road,No,No,26_to_39,Night
20183092,Qld,201812,Sunday,4:00:00,Single,No,No,No,Car driver,Male,22,47,5,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay (R),Sub-Arterial Road,No,No,17_to_25,Night
20182094,Vic,201812,Monday,18:55:00,Multiple,No,No,No,Car driver,Male,52,98,27,Outer Regional Australia,North West,Horsham (RC),Local Road,No,No,40_to_64,Night
20185139,WA,201812,Sunday,15:18:00,Multiple,Yes,No,No,Car passenger,Male,-9,0,1,Outer Regional Australia,Western Australia - Wheat Belt,Gingin (S),Arterial Road,No,No,,Day
20185139,WA,201812,Sunday,15:18:00,Multiple,Yes,No,No,Car passenger,Male,-9,0,1,Outer Regional Australia,Western Australia - Wheat Belt,Gingin (S),Arterial Road,No,No,,Day
20181188,NSW,201812,Sunday,16:20:00,Single,No,No,No,Car passenger,Male,3,20,3,Outer Regional Australia,New England and North West,Tamworth Regional,National or State Highway,No,No,0_to_16,Day
20181049,NSW,201812,Sunday,6:30:00,Single,No,No,No,Car driver,Male,16,112,3,Outer Regional Australia,Far West and Orana,Gilgandra,National or State Highway,No,No,0_to_16,Day
20181231,NSW,201812,Saturday,6:15:00,Single,No,No,No,Car passenger,Female,19,20,5,Outer Regional Australia,Riverina,Narrandera,National or State Highway,No,No,17_to_25,Day
20185076,WA,201812,Sunday,17:20:00,Single,No,No,No,Car driver,Male,19,101,1,Inner Regional Australia,Bunbury,Harvey (S),National or State Highway,No,No,17_to_25,Day
20181049,NSW,201812,Sunday,6:30:00,Single,No,No,No,Car passenger,Male,18,20,3,Outer Regional Australia,Far West and Orana,Gilgandra,National or State Highway,No,No,17_to_25,Day
20182106,Vic,201812,Sunday,11:00:00,Multiple,No,No,No,Motorcycle rider,Male,17,112,3,Major Cities of Australia,Melbourne - North West,Moreland (C),Local Road,No,No,17_to_25,Day
20183159,Qld,201812,Saturday,11:00:00,Multiple,No,No,No,Car driver,Male,21,112,7,Outer Regional Australia,Central Queensland,Gladstone (R),Collector Road,Yes,No,17_to_25,Day
20183034,Qld,201812,Sunday,8:00:00,Multiple,No,No,No,Motorcycle rider,Male,29,173,5,Major Cities of Australia,Gold Coast,Gold Coast (C),National or State Highway,No,No,26_to_39,Day
20181243,NSW,201812,Saturday,15:00:00,Single,No,No,No,Motorcycle rider,Male,28,69,7,Inner Regional Australia,Murray,Berrigan,Sub-Arterial Road,No,No,26_to_39,Day
20181232,NSW,201812,Sunday,14:00:00,Single,No,No,No,Motorcycle rider,Male,54,13,27,Outer Regional Australia,Hunter Valley exc Newcastle,Singleton,Arterial Road,No,No,40_to_64,Day
20185114,WA,201812,Saturday,9:02:00,Multiple,No,No,Yes,Car passenger,Male,41,20,13,Outer Regional Australia,Western Australia - Wheat Belt,Dandaragan (S),National or State Highway,No,No,40_to_64,Day
20187036,NT,201812,Sunday,22:14:00,Single,No,No,No,Car passenger,Female,25,0,7,Very Remote Australia,Northern Territory - Outback,East Arnhem (R),Sub-Arterial Road,Yes,No,17_to_25,Night
20184027,SA,201812,Saturday,3:45:00,Single,No,No,No,Pedestrian,Male,21,0,6,Major Cities of Australia,Adelaide - South,Onkaparinga (C),Sub-Arterial Road,Yes,No,17_to_25,Night
20182017,Vic,201812,Monday,2:30:00,Single,No,No,No,Pedestrian,Male,20,0,3,Major Cities of Australia,Mornington Peninsula,Frankston (C),Arterial Road,Yes,No,17_to_25,Night
20183141,Qld,201812,Sunday,8:00:00,Single,No,No,No,Car driver,Male,56,103,26,Remote Australia,Queensland - Outback,Cook (S),Sub-Arterial Road,No,No,40_to_64,Day
20184038,SA,201812,Sunday,9:40:00,Single,No,No,No,Pedal cyclist,Male,46,30,13,Major Cities of Australia,Adelaide - Central and Hills,Adelaide Hills (DC),Sub-Arterial Road,Yes,No,40_to_64,Day
20182199,Vic,201812,Saturday,17:45:00,Single,No,No,No,Car driver,Male,52,112,29,Inner Regional Australia,Ballarat,Golden Plains (S),National or State Highway,Yes,No,40_to_64,Day
20181105,NSW,201812,Saturday,10:06:00,Single,No,No,No,Motorcycle rider,Male,66,95,28,Outer Regional Australia,Hunter Valley exc Newcastle,Upper Hunter,National or State Highway,No,No,65_to_74,Day
20181086,NSW,201812,Sunday,10:55:00,Multiple,No,No,No,Motorcycle rider,Male,69,131,27,Outer Regional Australia,Capital Region,Upper Lachlan,Arterial Road,No,No,65_to_74,Day
20185139,WA,201812,Sunday,15:18:00,Multiple,Yes,No,No,Car driver,Male,66,81,29,Outer Regional Australia,Western Australia - Wheat Belt,Gingin (S),Arterial Road,No,No,65_to_74,Day
20183022,Qld,201812,Sunday,13:00:00,Single,No,No,No,Car driver,Male,66,65,27,Outer Regional Australia,Wide Bay,Gympie (R),National or State Highway,Yes,No,65_to_74,Day
20186030,Tas,201812,Saturday,14:15:00,Multiple,No,No,No,Car driver,Female,69,118,30,Outer Regional Australia,Launceston and North East,Launceston (C),Arterial Road,Yes,No,65_to_74,Day
20181062,NSW,201812,Friday,11:30:00,Multiple,No,No,No,Car passenger,Female,89,0,44,Inner Regional Australia,Richmond - Tweed,Ballina,Sub-Arterial Road,No,No,75_or_older,Day
20183087,Qld,201812,Wednesday,15:00:00,Multiple,No,No,No,Car driver,Male,82,76,44,Inner Regional Australia,Toowoomba,Lockyer Valley (R),Local Road,No,No,75_or_older,Day
20181056,NSW,201812,Wednesday,16:30:00,Multiple,No,No,No,Car driver,Female,80,98,44,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Blue Mountains,Arterial Road,No,No,75_or_older,Day
20185132,WA,201812,Tuesday,12:30:00,Single,No,No,No,Car driver,Female,17,78,3,Inner Regional Australia,Mandurah,Mandurah (C),Local Road,No,No,17_to_25,Day
20184024,SA,201812,Thursday,11:35:00,Multiple,No,No,Yes,Car passenger,Male,90,0,42,Outer Regional Australia,Barossa - Yorke - Mid North,Wakefield (DC),Local Road,Yes,No,75_or_older,Day
20184024,SA,201812,Thursday,11:35:00,Multiple,No,No,Yes,Car driver,Female,76,107,42,Outer Regional Australia,Barossa - Yorke - Mid North,Wakefield (DC),Local Road,Yes,No,75_or_older,Day
20185097,WA,201812,Thursday,12:00:00,Multiple,No,Yes,No,Car driver,Male,85,106,41,Remote Australia,Western Australia - Outback (South),Esperance (S),National or State Highway,Yes,No,75_or_older,Day
20185134,WA,201812,Saturday,20:01:00,Single,No,No,No,Pedestrian,Male,29,0,8,Major Cities of Australia,Perth - North West,Stirling (C),Local Road,No,No,26_to_39,Night
20183140,Qld,201812,Thursday,17:00:00,Multiple,No,No,Yes,Car passenger,Male,7,0,4,Inner Regional Australia,Darling Downs - Maranoa,Toowoomba (R),Local Road,Yes,No,0_to_16,Day
20183224,Qld,201812,Thursday,9:00:00,Multiple,No,No,Yes,Car driver,Female,18,64,2,Outer Regional Australia,Cairns,Cassowary Coast (R),Local Road,No,No,17_to_25,Day
20181226,NSW,201812,Tuesday,17:30:00,Single,No,No,No,Car driver,Male,17,126,5,Inner Regional Australia,Sydney - Outer South West,Wollondilly,Local Road,No,No,17_to_25,Day
20181166,NSW,201812,Monday,9:30:00,Single,No,No,No,Car driver,Female,19,113,3,Outer Regional Australia,New England and North West,Liverpool Plains,Local Road,Yes,No,17_to_25,Day
20186012,Tas,201812,Tuesday,15:50:00,Multiple,No,No,No,Car passenger,Male,18,0,2,Outer Regional Australia,Launceston and North East,Launceston (C),Sub-Arterial Road,Yes,No,17_to_25,Day
20186019,Tas,201812,Thursday,13:49:00,Multiple,No,No,No,Car passenger,Male,18,20,2,Outer Regional Australia,South East,Tasman (M),National or State Highway,Yes,No,17_to_25,Day
20186019,Tas,201812,Thursday,13:49:00,Multiple,No,No,No,Car driver,Female,18,90,2,Outer Regional Australia,South East,Tasman (M),National or State Highway,Yes,No,17_to_25,Day
20184016,SA,201812,Thursday,17:40:00,Single,No,No,No,Car driver,Male,29,76,6,Major Cities of Australia,Adelaide - North,Playford (C),Sub-Arterial Road,No,No,26_to_39,Day
20183039,Qld,201812,Monday,0:00:00,Single,No,No,No,Pedestrian,Male,38,0,14,Major Cities of Australia,Sunshine Coast,Sunshine Coast (R),Collector Road,Yes,No,26_to_39,Night
20181110,NSW,201812,Friday,13:50:00,Multiple,No,No,No,Car driver,Male,30,100,7,Major Cities of Australia,Sydney - Outer South West,Camden,Arterial Road,No,No,26_to_39,Day
20183161,Qld,201812,Tuesday,17:00:00,Multiple,No,No,Yes,Car driver,Male,31,118,13,Outer Regional Australia,Mackay - Isaac - Whitsunday,Whitsunday (R),National or State Highway,No,No,26_to_39,Day
20187028,NT,201812,Monday,10:12:00,Single,No,No,No,Car driver,Male,30,103,5,Very Remote Australia,Northern Territory - Outback,Roper Gulf (R),National or State Highway,No,No,26_to_39,Day
20181264,NSW,201812,Friday,14:40:00,Single,No,No,No,Car driver,Male,61,113,30,Outer Regional Australia,Riverina,Temora,Arterial Road,No,No,40_to_64,Day
20183025,Qld,201812,Thursday,16:00:00,Multiple,No,No,No,Motorcycle rider,Male,53,38,28,Outer Regional Australia,Cairns,Cairns (R),National or State Highway,No,No,40_to_64,Day
20185138,WA,201812,Thursday,6:20:00,Single,No,No,No,Car driver,Female,49,99,11,Inner Regional Australia,Perth - South East,Armadale (C),National or State Highway,No,No,40_to_64,Day
20182178,Vic,201812,Wednesday,6:20:00,Multiple,No,No,No,Car driver,Male,60,175,26,Inner Regional Australia,Melbourne - Outer East,Yarra Ranges (S),Arterial Road,No,No,40_to_64,Day
20184050,SA,201812,Monday,6:15:00,Single,No,No,No,Car driver,Male,49,121,12,Inner Regional Australia,South Australia - South East,Alexandrina (DC),Arterial Road,No,No,40_to_64,Day
20181079,NSW,201812,Friday,7:20:00,Multiple,No,No,No,Car passenger,Male,40,0,15,Remote Australia,Far West and Orana,Cobar,Sub-Arterial Road,No,No,40_to_64,Day
20183154,Qld,201812,Monday,8:00:00,Single,No,No,Yes,Car driver,Male,45,65,13,Remote Australia,Mackay - Isaac - Whitsunday,Whitsunday (R),Local Road,No,No,40_to_64,Day
20183140,Qld,201812,Thursday,17:00:00,Multiple,No,No,Yes,Car driver,Male,62,82,27,Inner Regional Australia,Darling Downs - Maranoa,Toowoomba (R),Local Road,Yes,No,40_to_64,Day
20184009,SA,201812,Friday,9:15:00,Single,No,No,No,Motorcycle rider,Male,67,82,29,Inner Regional Australia,Barossa - Yorke - Mid North,Goyder (DC),Arterial Road,No,No,65_to_74,Day
20181170,NSW,201812,Wednesday,17:23:00,Multiple,Yes,No,No,Car driver,Female,50,78,14,Major Cities of Australia,Sydney - South West,Liverpool,Local Road,Yes,No,40_to_64,Day
20181038,NSW,201812,Friday,14:00:00,Single,No,No,No,Car driver,Male,67,87,27,Inner Regional Australia,Murray,Albury,Local Road,Yes,No,65_to_74,Day
20182073,Vic,201812,Saturday,3:15:00,Single,No,No,No,Pedestrian,Male,32,0,14,Major Cities of Australia,Geelong,Greater Geelong (C),Collector Road,No,No,26_to_39,Night
20181148,NSW,201812,Wednesday,20:30:00,Single,No,No,No,Pedestrian,Male,81,0,43,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Collector Road,No,No,75_or_older,Night
20183043,Qld,201812,Monday,19:00:00,Single,No,No,No,Pedestrian,Female,75,0,42,Outer Regional Australia,Townsville,Townsville (C),Sub-Arterial Road,Yes,No,75_or_older,Night
20183043,Qld,201812,Monday,19:00:00,Single,No,No,No,Pedestrian,Male,76,0,44,Outer Regional Australia,Townsville,Townsville (C),Sub-Arterial Road,Yes,No,75_or_older,Night
20184025,SA,201812,Friday,1:45:00,Single,No,No,No,Pedestrian,Male,24,0,7,Major Cities of Australia,Adelaide - North,Salisbury (C),Sub-Arterial Road,Yes,No,17_to_25,Night
20183053,Qld,201812,Friday,4:00:00,Single,No,No,No,Pedestrian,Male,20,0,3,Outer Regional Australia,Cairns,Cairns (R),Local Road,No,No,17_to_25,Night
20185036,WA,201812,Wednesday,12:31:00,Single,No,No,No,Pedestrian,Male,24,0,7,Major Cities of Australia,Perth - North West,Joondalup (C),Local Road,Yes,No,17_to_25,Day
20182081,Vic,201812,Wednesday,12:53:00,Single,No,No,No,Pedestrian,Female,89,0,42,Major Cities of Australia,Melbourne - West,Maribyrnong (C),Sub-Arterial Road,Yes,No,75_or_older,Day
20183089,Qld,201812,Friday,10:00:00,Single,Yes,No,No,Pedestrian,Male,1,0,5,Major Cities of Australia,Gold Coast,Gold Coast (C),Local Road,No,No,0_to_16,Day
20181304,NSW,201812,Tuesday,16:22:00,Single,No,No,No,Pedestrian,Female,55,0,27,Major Cities of Australia,Sydney - South West,Fairfield,Collector Road,No,No,40_to_64,Day
20183065,Qld,201812,Sunday,21:00:00,Single,No,No,No,Car passenger,Female,69,0,28,Inner Regional Australia,Sunshine Coast,Noosa (S),Local Road,Yes,No,65_to_74,Night
20181107,NSW,201812,Thursday,13:00:00,Single,No,No,No,Pedestrian,Male,62,0,30,Outer Regional Australia,Capital Region,Bega Valley,Access Road,No,No,40_to_64,Day
20182022,Vic,201812,Friday,22:30:00,Multiple,No,No,No,Pedestrian,Male,29,20,8,Inner Regional Australia,Melbourne - South East,Cardinia (S),National or State Highway,No,No,26_to_39,Night
20181269,NSW,201812,Wednesday,7:48:00,Multiple,No,Yes,No,Pedestrian,Female,44,0,12,Major Cities of Australia,Sydney - City and Inner South,Sydney,Arterial Road,No,No,40_to_64,Day
20181237,NSW,201812,Tuesday,19:00:00,Single,No,No,No,Pedestrian,Male,15,0,3,Outer Regional Australia,Riverina,Junee,Sub-Arterial Road,No,No,0_to_16,Night
20183149,Qld,201812,Monday,20:00:00,Single,No,No,No,Car driver,Male,21,91,7,Inner Regional Australia,Sunshine Coast,Sunshine Coast (R),Local Road,Yes,No,17_to_25,Night
20182019,Vic,201812,Wednesday,19:36:00,Single,Yes,No,No,Pedestrian,Male,39,20,12,Major Cities of Australia,Melbourne - Outer East,Knox (C),National or State Highway,No,No,26_to_39,Night
20185035,WA,201812,Thursday,2:40:00,Single,No,No,No,Pedestrian,Female,30,0,8,,Western Australia - Outback (South),,,Yes,No,26_to_39,Night
20183059,Qld,201812,Monday,18:00:00,Single,No,No,No,Motorcycle rider,Male,33,66,15,Major Cities of Australia,Ipswich,Ipswich (C),Sub-Arterial Road,Yes,No,26_to_39,Night
20183116,Qld,201812,Thursday,18:00:00,Single,No,No,No,Pedestrian,Female,52,0,30,Major Cities of Australia,Moreton Bay - South,Moreton Bay (R),Local Road,No,No,40_to_64,Night
20182049,Vic,201812,Monday,19:00:00,Single,No,No,No,Car passenger,Female,51,0,30,Inner Regional Australia,Ballarat,Pyrenees (S),Sub-Arterial Road,Yes,No,40_to_64,Night
20183085,Qld,201812,Wednesday,21:00:00,Single,No,No,No,Pedal cyclist,Male,48,30,14,Outer Regional Australia,Townsville,Townsville (C),Local Road,Yes,No,40_to_64,Night
20182155,Vic,201812,Monday,20:45:00,Multiple,No,No,No,Pedal cyclist,Male,43,30,14,Inner Regional Australia,Warrnambool and South West,Warrnambool (C),Collector Road,Yes,No,40_to_64,Night
20182035,Vic,201812,Tuesday,18:26:00,Multiple,No,No,No,Pedal cyclist,Male,65,30,27,Inner Regional Australia,Bendigo,Mount Alexander (S),Sub-Arterial Road,No,No,65_to_74,Night
20181002,NSW,201812,Wednesday,18:35:00,Single,No,No,No,Pedestrian,Female,70,0,27,Major Cities of Australia,Sydney - Eastern Suburbs,Waverley,Collector Road,Yes,No,65_to_74,Night
20182110,Vic,201812,Wednesday,20:58:00,Single,No,No,No,Car driver,Female,74,135,45,Major Cities of Australia,Melbourne - Inner East,Boroondara (C),Collector Road,No,No,65_to_74,Night
20183210,Qld,201812,Sunday,12:00:00,Multiple,No,No,No,Motorcycle rider,Male,51,10,26,Major Cities of Australia,Brisbane - South,Brisbane (C),Local Road,Yes,No,40_to_64,Day
20182004,Vic,201811,Friday,21:48:00,Multiple,No,No,Yes,Car passenger,Male,12,20,4,Inner Regional Australia,Hume,Wangaratta (RC),National or State Highway,No,No,0_to_16,Night
20182095,Vic,201811,Saturday,20:14:00,Multiple,No,No,No,Car passenger,Female,20,0,4,Inner Regional Australia,Ballarat,Ballarat (C),Sub-Arterial Road,No,No,17_to_25,Night
20185016,WA,201811,Monday,2:04:00,Single,No,No,No,Car driver,Male,22,131,6,Major Cities of Australia,Perth - North West,Stirling (C),National or State Highway,No,No,17_to_25,Night
20182090,Vic,201811,Sunday,2:08:00,Multiple,No,No,No,Car passenger,Male,20,0,3,Major Cities of Australia,Melbourne - North West,Hume (C),Local Road,No,No,17_to_25,Night
20183145,Qld,201811,Saturday,0:00:00,Single,No,No,No,Motorcycle rider,Male,20,101,3,Outer Regional Australia,Townsville,Burdekin (S),Local Road,No,No,17_to_25,Night
20183126,Qld,201811,Monday,1:00:00,Single,No,No,No,Car driver,Male,26,102,7,Inner Regional Australia,Darling Downs - Maranoa,Toowoomba (R),Collector Road,No,No,26_to_39,Night
20182004,Vic,201811,Friday,21:48:00,Multiple,No,No,Yes,Car driver,Female,37,108,13,Inner Regional Australia,Hume,Wangaratta (RC),National or State Highway,No,No,26_to_39,Night
20181302,NSW,201811,Monday,2:20:00,Multiple,No,No,No,Car driver,Male,37,68,14,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,National or State Highway,No,No,26_to_39,Night
20181310,NSW,201811,Sunday,5:12:00,Single,No,No,No,Car driver,Male,28,91,4,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Penrith,Local Road,No,No,26_to_39,Night
20183010,Qld,201811,Saturday,18:00:00,Single,No,No,No,Car driver,Male,29,97,7,Very Remote Australia,Queensland - Outback,Cook (S),Local Road,No,No,26_to_39,Night
20185104,WA,201811,Sunday,0:08:00,Multiple,No,No,No,Car driver,Male,44,112,12,Inner Regional Australia,Mandurah,Murray (S),National or State Highway,No,No,40_to_64,Night
20182009,Vic,201811,Sunday,2:49:00,Single,No,No,No,Car driver,Male,54,136,27,Inner Regional Australia,Geelong,Surf Coast (S),Access Road,No,No,40_to_64,Night
20184047,SA,201811,Saturday,19:05:00,Single,No,No,No,Car driver,Male,58,129,30,Outer Regional Australia,Barossa - Yorke - Mid North,Wakefield (DC),National or State Highway,No,No,40_to_64,Night
20184047,SA,201811,Saturday,19:05:00,Single,No,No,No,Car passenger,Male,45,20,11,Outer Regional Australia,Barossa - Yorke - Mid North,Wakefield (DC),National or State Highway,No,No,40_to_64,Night
20187029,NT,201811,Monday,5:00:00,Single,No,No,No,Motorcycle rider,Male,42,100,12,Remote Australia,Northern Territory - Outback,Katherine (T),National or State Highway,No,No,40_to_64,Night
20181071,NSW,201811,Tuesday,5:35:00,Multiple,No,No,No,Car driver,Male,25,108,6,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Penrith,Arterial Road,No,No,17_to_25,Night
20186006,Tas,201811,Thursday,22:30:00,Multiple,No,No,No,Motorcycle rider,Male,27,103,6,Inner Regional Australia,Hobart,Brighton (M),National or State Highway,No,No,26_to_39,Night
20183023,Qld,201811,Tuesday,4:00:00,Single,No,No,No,Car driver,Male,33,111,11,Inner Regional Australia,Ipswich,Scenic Rim (R),Sub-Arterial Road,No,No,26_to_39,Night
20181168,NSW,201811,Wednesday,3:35:00,Multiple,No,No,Yes,Car driver,Male,39,95,15,Inner Regional Australia,Illawarra,Wollondilly,Arterial Road,No,No,26_to_39,Night
20184005,SA,201811,Friday,1:10:00,Single,No,No,No,Motorcycle rider,Male,62,65,27,Inner Regional Australia,Barossa - Yorke - Mid North,Light (RegC),Sub-Arterial Road,No,No,40_to_64,Night
20183062,Qld,201811,Tuesday,23:00:00,Single,No,No,Yes,Car driver,Male,57,92,29,Major Cities of Australia,Logan - Beaudesert,Logan (C),National or State Highway,No,No,40_to_64,Night
20181209,NSW,201811,Wednesday,19:00:00,Single,No,No,No,Car driver,Male,41,65,14,Major Cities of Australia,Sydney - Parramatta,Cumberland,Collector Road,No,No,40_to_64,Night
20183178,Qld,201811,Thursday,19:00:00,Single,No,No,No,Car driver,Male,43,85,12,Inner Regional Australia,Wide Bay,Bundaberg (R),Sub-Arterial Road,No,No,40_to_64,Night
20184008,SA,201811,Saturday,9:00:00,Single,No,No,No,Car driver,Male,76,128,44,Remote Australia,South Australia - South East,Tatiara (DC),Collector Road,No,No,75_or_older,Day
20185048,WA,201811,Saturday,15:14:00,Multiple,No,No,No,Car driver,Male,83,60,44,Major Cities of Australia,Perth - South East,Armadale (C),Arterial Road,No,No,75_or_older,Day
20181324,NSW,201811,Saturday,9:40:00,Single,No,No,No,Car driver,Male,84,119,43,Major Cities of Australia,Illawarra,Wollongong,Collector Road,No,No,75_or_older,Day
20185049,WA,201811,Sunday,11:01:00,Multiple,No,No,No,Car driver,Female,20,65,4,Inner Regional Australia,Western Australia - Wheat Belt,Northam (S),National or State Highway,No,No,17_to_25,Day
20181156,NSW,201811,Saturday,15:30:00,Single,No,No,No,Car passenger,Female,23,0,7,Outer Regional Australia,Coffs Harbour - Grafton,Coffs Harbour,Sub-Arterial Road,No,No,17_to_25,Day
20183219,Qld,201811,Sunday,15:00:00,Multiple,No,No,No,Motorcycle rider,Male,26,113,5,Major Cities of Australia,Logan - Beaudesert,Logan (C),Sub-Arterial Road,No,No,26_to_39,Day
20182056,Vic,201811,Sunday,16:15:00,Single,No,No,No,Motorcycle rider,Male,29,80,4,Inner Regional Australia,Melbourne - Outer East,Yarra Ranges (S),Arterial Road,No,No,26_to_39,Day
20182163,Vic,201811,Saturday,9:32:00,Single,No,No,No,Motorcycle rider,Male,37,133,14,Major Cities of Australia,Melbourne - North East,Nillumbik (S),Sub-Arterial Road,No,No,26_to_39,Day
20184048,SA,201811,Sunday,11:45:00,Single,No,No,No,Motorcycle rider,Male,63,97,29,Outer Regional Australia,South Australia - South East,Wattle Range (DC),Collector Road,No,No,40_to_64,Day
20182099,Vic,201811,Sunday,11:55:00,Single,No,No,No,Motorcycle pillion Car passenger,Female,61,0,27,Inner Regional Australia,Latrobe - Gippsland,Baw Baw (S),Arterial Road,No,No,40_to_64,Day
20187031,NT,201811,Sunday,16:10:00,Single,No,No,No,Motorcycle rider,Female,20,140,1,Outer Regional Australia,Darwin,Litchfield (M),Sub-Arterial Road,No,No,40_to_64,Day
20185005,WA,201811,Saturday,8:30:00,Single,No,No,No,Motorcycle rider,Male,61,90,27,Outer Regional Australia,Western Australia - Wheat Belt,Denmark (S),Local Road,No,No,40_to_64,Day
20182136,Vic,201811,Sunday,14:00:00,Single,No,No,No,Car driver,Male,51,138,30,Outer Regional Australia,Bendigo,Loddon (S),Local Road,No,No,40_to_64,Day
20183200,Qld,201811,Saturday,15:00:00,Multiple,No,No,No,Car driver,Female,52,46,30,Major Cities of Australia,Brisbane - North,Brisbane (C),Collector Road,No,No,40_to_64,Day
20183102,Qld,201811,Saturday,15:00:00,Single,No,No,No,Motorcycle rider,Male,64,113,28,Inner Regional Australia,Toowoomba,Toowoomba (R),Collector Road,No,No,40_to_64,Day
20185052,WA,201811,Sunday,10:53:00,Multiple,No,No,No,Motorcycle rider,Male,55,66,27,Major Cities of Australia,Perth - North East,Mundaring (S),Arterial Road,No,No,40_to_64,Day
20181070,NSW,201811,Saturday,13:10:00,Single,No,No,No,Motorcycle rider,Male,59,92,28,Major Cities of Australia,Hunter Valley exc Newcastle,Cessnock,Arterial Road,No,No,40_to_64,Day
20184044,SA,201811,Sunday,14:22:00,Multiple,No,Yes,No,Motorcycle rider,Male,71,105,44,Major Cities of Australia,Adelaide - Central and Hills,Adelaide Hills (DC),Sub-Arterial Road,No,No,65_to_74,Day
20182037,Vic,201811,Saturday,13:03:00,Single,No,No,No,Motorcycle rider,Male,72,67,44,Inner Regional Australia,Latrobe - Gippsland,Baw Baw (S),Arterial Road,No,No,65_to_74,Day
20185007,WA,201811,Sunday,6:32:00,Single,No,No,No,Car passenger,Male,34,20,12,Inner Regional Australia,Bunbury,Capel (S),National or State Highway,No,No,26_to_39,Day
20185007,WA,201811,Sunday,6:32:00,Single,No,No,No,Car driver,Male,43,126,14,Inner Regional Australia,Bunbury,Capel (S),National or State Highway,No,No,40_to_64,Day
20185111,WA,201811,Tuesday,8:37:00,Multiple,No,No,No,Pedal cyclist,Male,68,50,26,Inner Regional Australia,Bunbury,Dardanup (S),National or State Highway,No,No,65_to_74,Day
20182158,Vic,201811,Thursday,14:15:00,Multiple,No,No,No,Car driver,Female,80,61,45,Outer Regional Australia,Latrobe - Gippsland,East Gippsland (S),National or State Highway,No,No,75_or_older,Day
20182158,Vic,201811,Thursday,14:15:00,Multiple,No,No,No,Car driver,Male,87,123,42,Outer Regional Australia,Latrobe - Gippsland,East Gippsland (S),National or State Highway,No,No,75_or_older,Day
20181265,NSW,201811,Wednesday,9:10:00,Multiple,No,No,No,Car passenger,Male,14,0,3,Major Cities of Australia,Sydney - North Sydney and Hornsby,Hornsby,Collector Road,No,No,0_to_16,Day
20181045,NSW,201811,Monday,17:15:00,Single,No,No,No,Motorcycle rider,Male,16,55,1,Outer Regional Australia,New England and North West,Inverell,Local Road,No,No,0_to_16,Day
20184073,SA,201811,Tuesday,15:00:00,Single,No,No,No,Car driver,Male,19,91,3,Major Cities of Australia,Adelaide - North,Salisbury (C),Sub-Arterial Road,No,No,17_to_25,Day
20184017,SA,201811,Tuesday,16:40:00,Multiple,No,No,No,Car driver,Male,17,108,2,Inner Regional Australia,South Australia - South East,Alexandrina (DC),Arterial Road,No,No,17_to_25,Day
20184017,SA,201811,Tuesday,16:40:00,Multiple,No,No,No,Car passenger,Female,18,0,3,Inner Regional Australia,South Australia - South East,Alexandrina (DC),Arterial Road,No,No,17_to_25,Day
20185001,WA,201811,Wednesday,6:00:00,Single,No,No,No,Car driver,Female,19,91,4,Remote Australia,Western Australia - Outback (South),Greater Geraldton (C),Local Road,No,No,17_to_25,Day
20181171,NSW,201811,Thursday,7:39:00,Single,No,No,No,Car driver,Male,20,113,3,Outer Regional Australia,Central West,Mid-Western Regional,Arterial Road,No,No,17_to_25,Day
20184030,SA,201811,Monday,8:00:00,Multiple,No,No,No,Car driver,Female,19,113,5,Outer Regional Australia,South Australia - South East,Tatiara (DC),National or State Highway,No,No,17_to_25,Day
